kommunenr_1977;kommunenavn_1977;kommunenr_1988;kommunenavn_1988;kommunenr_1992;kommunenavn_1992;kommunenr_1994;kommunenavn_1994;kommunenr_2002;kommunenavn_2002;kommunenr_2005;kommunenavn_2005;kommunenr_2006;kommunenavn_2006;kommunenr_2008;kommunenavn_2008;kommunenr_2012;kommunenavn_2012;kommunenr_2013;kommunenavn_2013;kommunenr_2017;kommunenavn_2017;kommunenr_2018;kommunenavn_2018;kommunenr_2019;kommunenavn_2019;kommunenr_2020;kommunenavn_2020;kommunenr_2024;kommunenavn_2024
0903;Arendal;0903;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;4203;Arendal;4203;Arendal
0918;Moland;0918;Moland;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;4203;Arendal;4203;Arendal
0920;Øyestad;0920;Øyestad;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;4203;Arendal;4203;Arendal
0921;Tromøy;0921;Tromøy;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;4203;Arendal;4203;Arendal
0922;Hisøy;0922;Hisøy;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;0906;Arendal;4203;Arendal;4203;Arendal
0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;0911;Gjerstad;4211;Gjerstad;4211;Gjerstad
0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;0912;Vegårshei;4212;Vegårshei;4212;Vegårshei
0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;0914;Tvedestrand;4213;Tvedestrand;4213;Tvedestrand
0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;0919;Froland;4214;Froland;4214;Froland
0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;0926;Lillesand;4215;Lillesand;4215;Lillesand
0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;0928;Birkenes;4216;Birkenes;4216;Birkenes
0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;0929;Åmli;4217;Åmli;4217;Åmli
0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;0935;Iveland;4218;Iveland;4218;Iveland
0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;0937;Evje og Hornnes;4219;Evje og Hornnes;4219;Evje og Hornnes
0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;0938;Bygland;4220;Bygland;4220;Bygland
0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;0940;Valle;4221;Valle;4221;Valle
0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;0941;Bykle;4222;Bykle;4222;Bykle
1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;1001;Kristiansand;4204;Kristiansand;4204;Kristiansand
1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;1002;Mandal;4205;Lindesnes;4205;Lindesnes
1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;1003;Farsund;4206;Farsund;4206;Farsund
1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;1004;Flekkefjord;4207;Flekkefjord;4207;Flekkefjord
1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;1014;Vennesla;4223;Vennesla;4223;Vennesla
1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;1017;Songdalen;4204;Kristiansand;4204;Kristiansand
1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;1018;Søgne;4204;Kristiansand;4204;Kristiansand
1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;1021;Marnardal;4205;Lindesnes;4205;Lindesnes
1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;1026;Åseral;4224;Åseral;4224;Åseral
1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;1027;Audnedal;4225;Lyngdal;4225;Lyngdal
1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;1029;Lindesnes;4205;Lindesnes;4205;Lindesnes
1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;1032;Lyngdal;4225;Lyngdal;4225;Lyngdal
1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;1034;Hægebostad;4226;Hægebostad;4226;Hægebostad
1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;1037;Kvinesdal;4227;Kvinesdal;4227;Kvinesdal
1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;1046;Sirdal;4228;Sirdal;4228;Sirdal
1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund;1101;Eigersund
1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund;1106;Haugesund
1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal;1111;Sokndal
1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund;1112;Lund
1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim;1114;Bjerkreim
1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå;1119;Hå
1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp;1120;Klepp
1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time;1121;Time
1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal;1122;Gjesdal
1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola;1124;Sola
1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg;1127;Randaberg
1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand;1130;Strand
1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland;1133;Hjelmeland
1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal;1134;Suldal
1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda;1135;Sauda
1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy;1144;Kvitsøy
1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn;1145;Bokn
1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær;1146;Tysvær
1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy;1149;Karmøy
1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira;1151;Utsira
1154;Vindafjord;1154;Vindafjord;1154;Vindafjord;1154;Vindafjord;1154;Vindafjord;1154;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord
1214;Ølen;1214;Ølen;1214;Ølen;1214;Ølen;1159;Ølen;1159;Ølen;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord;1160;Vindafjord
1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;1201;Bergen;4601;Bergen;4601;Bergen
1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;1211;Etne;4611;Etne;4611;Etne
1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;1216;Sveio;4612;Sveio;4612;Sveio
1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;1401;Flora;4602;Kinn;4602;Kinn
1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;1219;Bømlo;4613;Bømlo;4613;Bømlo
1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;1439;Vågsøy;4602;Kinn;4602;Kinn
1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;1221;Stord;4614;Stord;4614;Stord
1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;1222;Fitjar;4615;Fitjar;4615;Fitjar
1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;1223;Tysnes;4616;Tysnes;4616;Tysnes
1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;1224;Kvinnherad;4617;Kvinnherad;4617;Kvinnherad
1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;1227;Jondal;4618;Ullensvang;4618;Ullensvang
1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;1228;Odda;4618;Ullensvang;4618;Ullensvang
1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;1231;Ullensvang;4618;Ullensvang;4618;Ullensvang
1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;1232;Eidfjord;4619;Eidfjord;4619;Eidfjord
1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;1233;Ulvik;4620;Ulvik;4620;Ulvik
1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;1234;Granvin;4621;Voss;4621;Voss
1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;1235;Voss;4621;Voss;4621;Voss
1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;1238;Kvam;4622;Kvam;4622;Kvam
1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;1241;Fusa;4624;Bjørnafjorden;4624;Bjørnafjorden
1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;1242;Samnanger;4623;Samnanger;4623;Samnanger
1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);1243;Os (Hordaland);4624;Bjørnafjorden;4624;Bjørnafjorden
1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;1244;Austevoll;4625;Austevoll;4625;Austevoll
1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;1245;Sund;4626;Øygarden;4626;Øygarden
1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;1246;Fjell;4626;Øygarden;4626;Øygarden
1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;1247;Askøy;4627;Askøy;4627;Askøy
1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;1251;Vaksdal;4628;Vaksdal;4628;Vaksdal
1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;1252;Modalen;4629;Modalen;4629;Modalen
1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;1253;Osterøy;4630;Osterøy;4630;Osterøy
1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;1259;Øygarden;4626;Øygarden;4626;Øygarden
1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;1256;Meland;4631;Alver;4631;Alver
1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;1260;Radøy;4631;Alver;4631;Alver
1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;1263;Lindås;4631;Alver;4631;Alver
1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;1264;Austrheim;4632;Austrheim;4632;Austrheim
1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;1265;Fedje;4633;Fedje;4633;Fedje
1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;1266;Masfjorden;4634;Masfjorden;4634;Masfjorden
1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;1411;Gulen;4635;Gulen;4635;Gulen
1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;1412;Solund;4636;Solund;4636;Solund
1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;1413;Hyllestad;4637;Hyllestad;4637;Hyllestad
1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;1416;Høyanger;4638;Høyanger;4638;Høyanger
1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;1417;Vik;4639;Vik;4639;Vik
1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;1418;Balestrand;4640;Sogndal;4640;Sogndal
1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;1419;Leikanger;4640;Sogndal;4640;Sogndal
1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;1420;Sogndal;4640;Sogndal;4640;Sogndal
1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;1421;Aurland;4641;Aurland;4641;Aurland
1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;1422;Lærdal;4642;Lærdal;4642;Lærdal
1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;1424;Årdal;4643;Årdal;4643;Årdal
1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;1426;Luster;4644;Luster;4644;Luster
1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;1428;Askvoll;4645;Askvoll;4645;Askvoll
1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;1429;Fjaler;4646;Fjaler;4646;Fjaler
1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;1430;Gaular;4647;Sunnfjord;4647;Sunnfjord
1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;1431;Jølster;4647;Sunnfjord;4647;Sunnfjord
