kommunenr_1977;kommunenavn_1977;kommunenr_1988;kommunenavn_1988;kommunenr_1992;kommunenavn_1992;kommunenr_1994;kommunenavn_1994;kommunenr_2002;kommunenavn_2002;kommunenr_2005;kommunenavn_2005;kommunenr_2006;kommunenavn_2006;kommunenr_2008;kommunenavn_2008;kommunenr_2012;kommunenavn_2012;kommunenr_2013;kommunenavn_2013;kommunenr_2017;kommunenavn_2017;kommunenr_2018;kommunenavn_2018;kommunenr_2019;kommunenavn_2019;kommunenr_2020;kommunenavn_2020;kommunenr_2024;kommunenavn_2024
1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;1432;Førde;4647;Sunnfjord;4647;Sunnfjord
1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;1433;Naustdal;4647;Sunnfjord;4647;Sunnfjord
1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;1438;Bremanger;4648;Bremanger;4648;Bremanger
1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;1441;Selje;4649;Stad;4649;Stad
1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;1443;Eid;4649;Stad;4649;Stad
1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;1445;Gloppen;4650;Gloppen;4650;Gloppen
1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;1449;Stryn;4651;Stryn;4651;Stryn
1503;Kristiansund;1503;Kristiansund;1503;Kristiansund;1503;Kristiansund;1503;Kristiansund;1503;Kristiansund;1503;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund
1556;Frei;1556;Frei;1556;Frei;1556;Frei;1556;Frei;1556;Frei;1556;Frei;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund;1505;Kristiansund
1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven;1511;Vanylven
1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal);1515;Herøy (Møre og Romsdal)
1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein;1516;Ulstein
1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid;1517;Hareid
1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;1571;Halsa;5055;Heim;5055;Heim
1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta;1520;Ørsta
1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda;1525;Stranda
1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven;1528;Sykkylven
1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula;1531;Sula
1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske;1532;Giske
1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes;1535;Vestnes
1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma;1539;Rauma
1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra;1547;Aukra
1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy;1554;Averøy
1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes;1557;Gjemnes
1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll;1560;Tingvoll
1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Tjeldsund;1852;Dielddanuorri - Tjeldsund;1852;Dielddanuorri - Tjeldsund;5412;Dielddanuorri - Tjeldsund;5512;Dielddanuorri - Tjeldsund
1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal;1563;Sunndal
1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal;1566;Surnadal
1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla;1573;Smøla
1569;Aure;1569;Aure;1569;Aure;1569;Aure;1569;Aure;1569;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure
1572;Tustna;1572;Tustna;1572;Tustna;1572;Tustna;1572;Tustna;1572;Tustna;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure;1576;Aure
1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø
1842;Skjerstad;1842;Skjerstad;1842;Skjerstad;1842;Skjerstad;1842;Skjerstad;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø;1804;Bodø
1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal;1811;Bindal
1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna;1812;Sømna
1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy;1813;Brønnøy
1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega;1815;Vega
1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad;1816;Vevelstad
1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland);1818;Herøy (Nordland)
1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug;1820;Alstahaug
1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord;1822;Leirfjord
1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn;1824;Vefsn
1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane;1825;Grane
1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna;1827;Dønna
1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna;1828;Nesna
1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes;1832;Hemnes
1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana;1833;Rana
1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy;1834;Lurøy
1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna;1835;Træna
1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy;1836;Rødøy
1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy;1837;Meløy
1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål;1838;Gildeskål
1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn;1839;Beiarn
1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal;1840;Saltdal
1841;Fauske;1841;Fauske;1841;Fauske;1841;Fauske;1841;Fauske;1841;Fauske;1841;Fauske;1841;Fauske;1841;Fauske;1841;Fauske;1841;Fauske - Fuossko;1841;Fauske - Fuossko;1841;Fauske - Fuossko;1841;Fauske - Fuossko;1841;Fauske - Fuossko
1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold;1845;Sørfold
1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen;1848;Steigen
1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen;1851;Lødingen
1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes;1853;Evenes
1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1854;Ballangen;1806;Narvik;1806;Narvik
1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst;1856;Røst
1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy;1857;Værøy
1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad;1859;Flakstad
1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy;1860;Vestvågøy
1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan;1865;Vågan
1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel;1866;Hadsel
1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø (Nordland);1867;Bø;1867;Bø
1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes;1868;Øksnes
1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland;1870;Sortland - Suortá;1870;Sortland - Suortá;1870;Sortland - Suortá;1870;Sortland - Suortá
1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy;1871;Andøy
1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes;1874;Moskenes
1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;1902;Tromsø;5401;Tromsø;5501;Tromsø
1901;Harstad;1901;Harstad;1901;Harstad;1901;Harstad;1901;Harstad;1901;Harstad;1901;Harstad;1901;Harstad;1901;Harstad;1903;Harstad;1903;Harstad;1903;Harstad - Hárstták;1903;Harstad - Hárstták;5402;Harstad - Hárstták;5503;Harstad - Hárstták
1915;Bjarkøy;1915;Bjarkøy;1915;Bjarkøy;1915;Bjarkøy;1915;Bjarkøy;1915;Bjarkøy;1915;Bjarkøy;1915;Bjarkøy;1915;Bjarkøy;1903;Harstad;1903;Harstad;1903;Harstad - Hárstták;1903;Harstad - Hárstták;5402;Harstad - Hárstták;5503;Harstad - Hárstták
1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;1911;Kvæfjord;5411;Kvæfjord;5510;Kvæfjord
1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;1913;Skånland;5412;Dielddanuorri - Tjeldsund;5512;Dielddanuorri - Tjeldsund
1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;1917;Ibestad;5413;Ibestad;5514;Ibestad
1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;1919;Gratangen;5414;Gratangen;5516;Gratangen
1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;1567;Rindal;5061;Rindal;5061;Rindal;5061;Rindal
1920;Lavangen;1920;Lavangen;1920;Lavangen;1920;Lavangen;1920;Lavangen;1920;Lavangen;1920;Lavangen;1920;Lavangen;1920;Lavangen;1920;Loabák - Lavangen;1920;Loabák - Lavangen;1920;Loabák - Lavangen;1920;Loabák - Lavangen;5415;Loabák - Lavangen;5518;Loabák - Lavangen
1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;1922;Bardu;5416;Bardu;5520;Bardu
1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;1923;Salangen;5417;Salangen;5522;Salangen
1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;1924;Målselv;5418;Målselv;5524;Målselv
1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;1925;Sørreisa;5419;Sørreisa;5526;Sørreisa
1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;1926;Dyrøy;5420;Dyrøy;5528;Dyrøy
1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;1927;Tranøy;5421;Senja;5530;Senja
1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;1928;Torsken;5421;Senja;5530;Senja
1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;1929;Berg;5421;Senja;5530;Senja
1601;Trondheim;1601;Trondheim;1601;Trondheim;1601;Trondheim;1601;Trondheim;1601;Trondheim;1601;Trondheim;1601;Trondheim;1601;Trondheim;1601;Trondheim;1601;Trondheim;5001;Trondheim;5001;Trondheim;5001;Trondheim;5001;Trondheim
1612;Hemne;1612;Hemne;1612;Hemne;1612;Hemne;1612;Hemne;1612;Hemne;1612;Hemne;1612;Hemne;1612;Hemne;1612;Hemne;1612;Hemne;5011;Hemne;5011;Hemne;5055;Heim;5055;Heim
1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;1702;Steinkjer;5004;Steinkjer;5004;Steinkjer;5006;Steinkjer;5006;Steinkjer
1703;Namsos;1703;Namsos;1703;Namsos;1703;Namsos;1703;Namsos;1703;Namsos;1703;Namsos;1703;Namsos;1703;Namsos;1703;Namsos;1703;Namsos;5005;Namsos;5005;Namsos - Nåavmesjenjaelmie;5007;Namsos - Nåavmesjenjaelmie;5007;Namsos - Nåavmesjenjaelmie
1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;1613;Snillfjord;5012;Snillfjord;5012;Snillfjord;5059;Orkland;5059;Orkland
1617;Hitra;1617;Hitra;1617;Hitra;1617;Hitra;1617;Hitra;1617;Hitra;1617;Hitra;1617;Hitra;1617;Hitra;1617;Hitra;1617;Hitra;5013;Hitra;5013;Hitra;5013;Hitra;5056;Hitra
1620;Frøya;1620;Frøya;1620;Frøya;1620;Frøya;1620;Frøya;1620;Frøya;1620;Frøya;1620;Frøya;1620;Frøya;1620;Frøya;1620;Frøya;5014;Frøya;5014;Frøya;5014;Frøya;5014;Frøya
1621;Ørland;1621;Ørland;1621;Ørland;1621;Ørland;1621;Ørland;1621;Ørland;1621;Ørland;1621;Ørland;1621;Ørland;1621;Ørland;1621;Ørland;5015;Ørland;5015;Ørland;5057;Ørland;5057;Ørland
1622;Agdenes;1622;Agdenes;1622;Agdenes;1622;Agdenes;1622;Agdenes;1622;Agdenes;1622;Agdenes;1622;Agdenes;1622;Agdenes;1622;Agdenes;1622;Agdenes;5016;Agdenes;5016;Agdenes;5059;Orkland;5059;Orkland
1624;Rissa;1624;Rissa;1624;Rissa;1624;Rissa;1624;Rissa;1624;Rissa;1624;Rissa;1624;Rissa;1624;Rissa;1624;Rissa;1624;Rissa;5054;Indre Fosen;5054;Indre Fosen;5054;Indre Fosen;5054;Indre Fosen
1718;Leksvik;1718;Leksvik;1718;Leksvik;1718;Leksvik;1718;Leksvik;1718;Leksvik;1718;Leksvik;1718;Leksvik;1718;Leksvik;1718;Leksvik;1718;Leksvik;5054;Indre Fosen;5054;Indre Fosen;5054;Indre Fosen;5054;Indre Fosen
1627;Bjugn;1627;Bjugn;1627;Bjugn;1627;Bjugn;1627;Bjugn;1627;Bjugn;1627;Bjugn;1627;Bjugn;1627;Bjugn;1627;Bjugn;1627;Bjugn;5017;Bjugn;5017;Bjugn;5057;Ørland;5057;Ørland
1630;Åfjord;1630;Åfjord;1630;Åfjord;1630;Åfjord;1630;Åfjord;1630;Åfjord;1630;Åfjord;1630;Åfjord;1630;Åfjord;1630;Åfjord;1630;Åfjord;5018;Åfjord;5018;Åfjord;5058;Åfjord;5058;Åfjord
1632;Roan;1632;Roan;1632;Roan;1632;Roan;1632;Roan;1632;Roan;1632;Roan;1632;Roan;1632;Roan;1632;Roan;1632;Roan;5019;Roan;5019;Roan;5058;Åfjord;5058;Åfjord
1633;Osen;1633;Osen;1633;Osen;1633;Osen;1633;Osen;1633;Osen;1633;Osen;1633;Osen;1633;Osen;1633;Osen;1633;Osen;5020;Osen;5020;Osen;5020;Osen;5020;Osen
